transaction_id,account_id,employee_id,transaction_date,transaction_type,channel,amount,balance_after
TXN0000871,ACC000101,EMP024,2026-06-12 09:25:00,Deposito,Sucursal,673742.17,17856860.22
TXN0000987,ACC000111,EMP018,2025-04-12 08:51:00,Pago de cuota,Sucursal,2277189.81,2600845.8
TXN0002127,ACC000226,,2025-11-28 09:25:00,Pago de servicios,Datafono,2864627.72,19312923.85
TXN0001590,ACC000168,,2026-04-29 11:23:00,Transferencia enviada,App movil,2544433.12,8024573.84
TXN0000189,ACC000020,,2025-05-14 06:57:00,Compra con tarjeta,Banca web,1831934.36,21871859.28
TXN0000778,ACC000092,,2025-12-03 10:17:00,Deposito,App movil,2256171.23,13026612.76
TXN0000436,ACC000046,,2026-05-03 10:13:00,Consignacion,Cajero automatico,2242991.71,10306662.8
TXN0001736,ACC000189,EMP019,2025-09-18 18:16:00,Transferencia recibida,Sucursal,809980.75,23800694.63
TXN0001436,ACC000156,,2025-06-25 06:35:00,Deposito,Banca web,1960896.18,22397082.36
TXN0000490,ACC000051,,2025-10-07 19:11:00,Transferencia enviada,Datafono,1622798.68,4989446.46
TXN0002020,ACC000217,EMP021,2025-07-24 18:11:00,Deposito,Sucursal,695972.02,14132629.01
TXN0001537,ACC000163,EMP013,2025-07-08 12:06:00,Pago de servicios,Sucursal,1658285.9,8439507.3
TXN0001190,ACC000131,,2025-03-20 08:32:00,Transferencia enviada,Banca web,80338.08,2397961.29
TXN0001296,ACC000139,,2025-01-30 13:08:00,Retiro,Datafono,2173521.83,14993208.57
TXN0001852,ACC000201,EMP002,2025-12-21 10:56:00,Retiro,Sucursal,1096185.21,20214755.18
TXN0001791,ACC000195,,2025-12-11 17:30:00,Consignacion,Cajero automatico,1868376.09,5697166.27
TXN0000387,ACC000042,,2026-03-11 20:24:00,Pago de cuota,App movil,797835.81,15118285.7
TXN0000040,ACC000006,EMP019,2025-06-24 18:10:00,Retiro,Sucursal,3297001.16,8455385.1
TXN0000309,ACC000034,,2025-10-14 13:09:00,Transferencia enviada,App movil,3141141.85,2203997.48
TXN0000169,ACC000019,EMP018,2026-02-19 12:58:00,Consignacion,Sucursal,1906707.94,16351164.4
TXN0002029,ACC000218,,2025-06-26 07:16:00,Deposito,Datafono,2134883.76,20197720.18
TXN0001971,ACC000213,EMP013,2025-08-11 11:53:00,Transferencia enviada,Sucursal,644444.51,14420435.3
TXN0002015,ACC000217,,2025-04-13 20:25:00,Retiro,App movil,2674420.41,12229715.31
TXN0001934,ACC000209,,2025-08-16 12:34:00,Compra con tarjeta,Datafono,3271531.74,10128477.46
TXN0001799,ACC000196,,2025-08-23 14:00:00,Compra con tarjeta,Banca web,2440363.0,18835651.43
TXN0000947,ACC000109,,2026-02-15 07:14:00,Retiro,Banca web,651091.27,20415805.3
TXN0000403,ACC000044,,2026-03-22 06:18:00,Compra con tarjeta,Banca web,1343194.29,24044450.44
TXN0001914,ACC000208,,2025-12-24 16:43:00,Pago de cuota,Cajero automatico,310800.06,16971890.63
TXN0000135,ACC000014,,2025-08-18 18:15:00,Pago de servicios,Datafono,2747232.03,17326472.52
TXN0000743,ACC000088,,2025-07-12 21:06:00,Consignacion,App movil,1997607.39,15978692.61
TXN0001205,ACC000132,,2025-05-01 19:18:00,Compra con tarjeta,App movil,1833455.56,14099621.48
TXN0000303,ACC000031,,2025-01-09 08:24:00,Compra con tarjeta,App movil,2323805.91,21608414.02
TXN0001680,ACC000181,,2026-02-22 11:32:00,Deposito,Banca web,450577.05,5180256.38
TXN0001718,ACC000188,,2025-12-13 11:44:00,Compra con tarjeta,Banca web,2837845.06,23793097.46
TXN0000866,ACC000099,,2025-09-13 19:45:00,Compra con tarjeta,Banca web,649034.8,19963737.78
TXN0001503,ACC000159,,2026-02-24 11:35:00,Pago de servicios,Datafono,2204101.89,17252193.17
TXN0002059,ACC000221,,2025-09-12 17:42:00,Transferencia enviada,Datafono,2243938.55,24964488.88
TXN0000438,ACC000046,EMP021,2025-11-05 17:26:00,Retiro,Sucursal,832380.14,24665222.08
TXN0000571,ACC000059,,2026-04-19 12:16:00,Pago de cuota,Cajero automatico,183742.55,15013814.35
TXN0000805,ACC000094,,2026-02-23 20:40:00,Transferencia enviada,Datafono,391092.11,2004446.95
TXN0000032,ACC000005,,2025-06-29 18:19:00,Deposito,App movil,454445.79,23720214.72
TXN0001683,ACC000181,,2025-05-31 20:55:00,Transferencia enviada,Datafono,2768929.81,16230292.27
TXN0000425,ACC000045,,2025-03-06 15:31:00,Consignacion,Datafono,3377688.92,24164687.76
TXN0001441,ACC000156,,2025-03-14 08:33:00,Transferencia recibida,Banca web,2559027.4,6227500.32
TXN0001981,ACC000215,,2025-04-11 10:50:00,Deposito,App movil,1395989.59,13704007.09
TXN0000544,ACC000057,,2025-07-04 06:40:00,Consignacion,Datafono,3020857.23,5331690.6
TXN0002032,ACC000218,,2026-01-27 15:06:00,Retiro,Banca web,3179184.38,3719512.19
TXN0001333,ACC000143,,2025-08-26 12:19:00,Consignacion,Datafono,1075789.53,2581898.77
TXN0001024,ACC000115,EMP008,2025-02-10 16:41:00,Pago de cuota,Sucursal,1649927.8,18084109.2
TXN0001843,ACC000200,,2025-05-06 18:46:00,Retiro,Cajero automatico,2825400.42,2260540.1
TXN0000054,ACC000006,EMP007,2025-06-01 14:20:00,Pago de cuota,Sucursal,1364466.04,13805834.25
TXN0001057,ACC000120,EMP011,2026-03-18 17:13:00,Pago de cuota,Sucursal,3223058.92,15971956.48
TXN0001535,ACC000163,EMP007,2025-05-26 18:26:00,Pago de cuota,Sucursal,2761045.91,24744155.73
TXN0001222,ACC000134,,2026-01-10 20:49:00,Transferencia recibida,App movil,2552435.35,15428185.11
TXN0000747,ACC000088,,2025-01-12 11:20:00,Retiro,Banca web,1374957.4,3237150.35
TXN0002177,ACC000235,,2025-02-20 17:45:00,Deposito,Datafono,2362509.2,22837247.62
TXN0001786,ACC000195,,2025-10-17 14:51:00,Transferencia enviada,Cajero automatico,2654501.85,15691708.2
TXN0000268,ACC000030,EMP020,2025-09-02 16:46:00,Consignacion,Sucursal,672644.39,19145695.05
TXN0000100,ACC000011,,2025-10-30 11:02:00,Transferencia recibida,Datafono,1742277.95,17208215.85
TXN0001740,ACC000190,,2025-12-03 11:34:00,Pago de cuota,Cajero automatico,59597.63,2001125.51
TXN0000397,ACC000044,EMP011,2025-09-21 06:47:00,Transferencia enviada,Sucursal,3186358.9,16482299.45
TXN0000367,ACC000040,,2026-04-22 10:05:00,Pago de servicios,Banca web,349447.86,17115104.59
TXN0001882,ACC000203,,2025-03-16 12:00:00,Pago de cuota,Datafono,1691932.48,2465336.93
TXN0001118,ACC000125,,2025-09-08 14:20:00,Deposito,Datafono,1767024.45,8672419.96
TXN0001186,ACC000131,,2026-02-10 13:18:00,Compra con tarjeta,Cajero automatico,3188181.69,10340748.04
TXN0000105,ACC000011,,2025-02-16 06:54:00,Transferencia enviada,Cajero automatico,2325109.05,8223234.04
TXN0002095,ACC000223,,2025-09-17 17:51:00,Pago de cuota,App movil,174550.28,6369072.37
TXN0001156,ACC000127,,2026-03-23 15:48:00,Transferencia enviada,Banca web,2453396.79,18095449.56
TXN0001817,ACC000197,EMP025,2025-07-14 21:51:00,Compra con tarjeta,Sucursal,2744937.39,1440616.96
TXN0000896,ACC000105,,2026-05-19 17:21:00,Deposito,App movil,399234.86,17077208.2
TXN0001952,ACC000210,,2025-06-21 10:31:00,Pago de servicios,App movil,1790627.19,13538323.02
TXN0000689,ACC000073,,2025-07-18 11:04:00,Retiro,Datafono,457579.92,3194498.45
TXN0002169,ACC000233,,2025-01-20 10:21:00,Consignacion,App movil,2467517.01,17052609.31
TXN0002118,ACC000224,,2025-01-31 21:45:00,Retiro,Banca web,434742.45,20447568.31
TXN0000777,ACC000092,EMP009,2026-01-20 12:41:00,Consignacion,Sucursal,3232697.9,18483998.34
TXN0001080,ACC000122,EMP018,2026-06-02 20:25:00,Consignacion,Sucursal,1056733.92,24567579.7
TXN0000153,ACC000017,,2025-05-02 06:41:00,Deposito,Datafono,230699.19,17525041.96
TXN0001677,ACC000181,,2025-06-15 07:04:00,Pago de servicios,Banca web,484305.84,11524709.89
TXN0001556,ACC000165,,2025-04-21 14:29:00,Consignacion,App movil,700254.6,7126221.84
TXN0001862,ACC000201,,2025-08-06 09:11:00,Compra con tarjeta,Cajero automatico,896553.95,8901325.53
TXN0002174,ACC000233,,2025-04-24 16:13:00,Compra con tarjeta,Cajero automatico,3173704.54,24165644.18
TXN0001495,ACC000159,,2026-06-14 19:11:00,Transferencia recibida,Banca web,93185.53,9655407.07
TXN0002091,ACC000223,,2025-06-18 19:04:00,Transferencia enviada,Cajero automatico,2559259.54,1346245.7
TXN0002024,ACC000218,,2026-03-24 10:05:00,Transferencia recibida,App movil,2052163.68,20769019.0
TXN0001729,ACC000189,EMP019,2025-07-04 19:02:00,Compra con tarjeta,Sucursal,1268939.09,20007213.55
TXN0000243,ACC000026,,2025-05-20 17:18:00,Consignacion,Banca web,1877495.12,23674468.22
TXN0001547,ACC000165,,2025-08-31 13:31:00,Deposito,Datafono,1649436.37,7843366.61
TXN0000807,ACC000094,EMP018,2026-05-05 21:43:00,Deposito,Sucursal,223087.07,16636403.73
TXN0001973,ACC000213,,2025-03-19 15:15:00,Transferencia recibida,Datafono,1931799.66,22418696.93
TXN0000495,ACC000051,,2026-01-06 21:36:00,Consignacion,Banca web,3040527.25,24356726.12
TXN0001943,ACC000210,,2026-01-08 12:25:00,Pago de servicios,App movil,317843.32,11347381.51
TXN0001137,ACC000126,,2025-12-28 07:38:00,Retiro,Cajero automatico,1230556.48,12678379.1
TXN0000820,ACC000095,,2025-01-30 11:59:00,Pago de servicios,App movil,3160243.33,5517197.11
TXN0000569,ACC000059,EMP013,2025-12-02 15:12:00,Pago de cuota,Sucursal,1292922.48,21910986.42
TXN0000587,ACC000062,,2026-04-27 14:10:00,Consignacion,Banca web,1533140.23,1029384.8
TXN0001945,ACC000210,,2025-08-08 19:30:00,Pago de cuota,Datafono,349848.84,11188698.24
TXN0000856,ACC000099,,2026-03-12 10:34:00,Pago de servicios,Cajero automatico,256247.58,24884028.13
TXN0001328,ACC000143,,2025-12-03 21:32:00,Pago de servicios,App movil,3330510.58,6612355.6
TXN0000227,ACC000024,,2025-03-03 12:52:00,Retiro,App movil,1673122.59,11251871.93
TXN0001923,ACC000209,,2026-02-16 20:24:00,Transferencia enviada,Banca web,694000.73,665185.13
TXN0000533,ACC000056,,2025-01-29 07:08:00,Deposito,App movil,1227579.99,19132198.57
TXN0001603,ACC000170,EMP006,2025-07-15 06:01:00,Transferencia enviada,Sucursal,432553.62,20693138.5
TXN0000259,ACC000027,,2025-01-10 07:37:00,Transferencia enviada,Banca web,2412538.82,9291252.6
TXN0000548,ACC000057,,2026-02-27 14:52:00,Pago de servicios,App movil,2264688.86,17174504.04
TXN0001410,ACC000155,,2025-03-27 06:06:00,Consignacion,Banca web,857177.32,5542489.51
TXN0001082,ACC000122,,2025-01-23 11:09:00,Transferencia recibida,Cajero automatico,606006.47,11909198.39
TXN0001315,ACC000142,,2026-06-05 18:30:00,Compra con tarjeta,Datafono,3151013.99,16099849.48
TXN0000019,ACC000005,,2025-10-14 18:08:00,Transferencia recibida,Banca web,706107.75,15772552.18
TXN0000063,ACC000007,,2025-08-05 19:47:00,Compra con tarjeta,Banca web,2660631.6,20527224.64
TXN0001122,ACC000125,EMP001,2026-01-29 15:52:00,Pago de cuota,Sucursal,984032.76,12388983.89
TXN0001141,ACC000126,,2025-06-14 17:02:00,Deposito,App movil,3256776.72,2664740.27
TXN0000638,ACC000067,,2025-11-08 16:58:00,Pago de servicios,App movil,37578.79,22506210.96
TXN0002016,ACC000217,EMP021,2026-03-10 07:34:00,Compra con tarjeta,Sucursal,350024.86,11199552.6
TXN0000407,ACC000044,EMP011,2025-07-04 16:35:00,Deposito,Sucursal,2912596.35,10287106.68
TXN0000041,ACC000006,,2026-05-10 06:27:00,Pago de cuota,Cajero automatico,2129538.51,3936023.4
TXN0001987,ACC000216,,2025-04-06 06:49:00,Transferencia enviada,Cajero automatico,2253761.73,19482720.63
TXN0000143,ACC000017,,2025-06-13 19:34:00,Compra con tarjeta,Datafono,1417925.56,5537740.05
TXN0001119,ACC000125,EMP001,2026-02-25 21:17:00,Transferencia recibida,Sucursal,3193051.75,7630430.63
TXN0000864,ACC000099,,2026-02-17 21:37:00,Transferencia enviada,Cajero automatico,914123.0,16442497.74
TXN0002212,ACC000237,,2025-05-15 09:04:00,Compra con tarjeta,Banca web,3409043.92,14436085.43
TXN0001000,ACC000113,,2025-02-22 14:05:00,Retiro,Cajero automatico,2199758.65,2782178.66
TXN0001312,ACC000142,,2025-11-09 21:45:00,Transferencia enviada,Banca web,2359742.71,18595891.82
TXN0000895,ACC000105,,2026-04-29 14:58:00,Transferencia enviada,Datafono,361658.33,6314053.53
TXN0000636,ACC000067,,2025-11-19 18:49:00,Pago de cuota,Cajero automatico,1524912.25,18982217.7
TXN0000404,ACC000044,,2025-02-12 09:58:00,Pago de cuota,Datafono,2234610.29,15266034.35
TXN0001125,ACC000125,,2025-12-11 14:51:00,Deposito,Datafono,765739.08,8530200.18
TXN0000171,ACC000019,,2026-05-29 08:25:00,Transferencia recibida,App movil,1762563.77,21201066.18
TXN0000620,ACC000067,,2025-08-26 13:37:00,Consignacion,App movil,3226857.23,3287652.59
TXN0000011,ACC000001,,2026-02-10 07:43:00,Transferencia enviada,App movil,917982.11,786741.51
TXN0002219,ACC000238,EMP019,2025-08-18 10:49:00,Transferencia enviada,Sucursal,89982.98,24766801.97
TXN0001698,ACC000185,,2025-03-09 13:29:00,Consignacion,Cajero automatico,3237628.03,2864783.09
TXN0001268,ACC000137,,2025-03-23 10:00:00,Pago de servicios,App movil,3319222.24,4948350.1
TXN0002012,ACC000217,,2026-03-12 11:15:00,Retiro,App movil,1683704.53,3430110.47
TXN0001127,ACC000126,,2026-04-20 19:36:00,Pago de servicios,Datafono,2693853.1,4072096.25
TXN0001567,ACC000167,,2026-03-01 08:02:00,Transferencia recibida,Cajero automatico,2067943.63,5745354.7
TXN0001531,ACC000163,,2026-01-06 08:36:00,Compra con tarjeta,App movil,2547749.75,11275165.9
TXN0001450,ACC000157,,2025-06-08 17:36:00,Transferencia enviada,Cajero automatico,3121114.31,12688144.9
TXN0002072,ACC000222,,2026-05-05 17:15:00,Deposito,Banca web,3113146.84,8788013.46
TXN0001455,ACC000157,,2025-09-03 21:12:00,Deposito,Banca web,155150.45,22916096.43
TXN0000550,ACC000057,,2025-11-14 20:31:00,Pago de cuota,Datafono,3469612.94,16176582.06
TXN0000776,ACC000091,EMP004,2026-03-15 13:39:00,Consignacion,Sucursal,490068.63,7422402.11
TXN0000731,ACC000086,,2025-03-26 15:53:00,Retiro,Datafono,1799640.55,19648973.67
TXN0001659,ACC000175,,2026-01-25 06:34:00,Consignacion,App movil,725899.39,10921890.74
TXN0000732,ACC000086,EMP022,2025-08-22 09:07:00,Transferencia recibida,Sucursal,143602.03,8350608.46
TXN0001621,ACC000171,,2026-03-05 21:02:00,Pago de cuota,App movil,1532656.03,1682794.36
TXN0001430,ACC000156,,2026-06-16 18:40:00,Pago de cuota,Datafono,3111228.45,18672351.58
TXN0001860,ACC000201,,2025-07-17 07:33:00,Pago de cuota,Cajero automatico,1271014.13,22114644.64
TXN0001842,ACC000200,,2025-12-30 12:53:00,Compra con tarjeta,Datafono,909432.65,22088171.41
TXN0001558,ACC000167,EMP022,2025-11-19 18:35:00,Pago de cuota,Sucursal,2265685.83,4458180.85
TXN0001754,ACC000192,EMP021,2026-04-20 08:08:00,Retiro,Sucursal,1826594.49,14826208.71
TXN0000421,ACC000045,EMP018,2025-11-07 18:03:00,Compra con tarjeta,Sucursal,1875845.77,2020615.05
TXN0000967,ACC000110,,2026-04-19 08:22:00,Consignacion,Banca web,1645025.56,2736885.08
TXN0001095,ACC000123,,2025-11-25 09:44:00,Transferencia recibida,Banca web,1327925.02,4900991.51
TXN0000517,ACC000053,,2025-11-16 20:14:00,Pago de cuota,Datafono,1431414.95,4727736.79
TXN0000699,ACC000079,EMP020,2025-05-08 08:03:00,Retiro,Sucursal,1103345.23,19568329.53
TXN0000905,ACC000106,,2026-06-06 18:35:00,Pago de servicios,Banca web,1408962.87,5181045.66
TXN0001176,ACC000129,,2025-08-13 09:56:00,Consignacion,App movil,1474383.15,8141672.19
TXN0001634,ACC000173,,2025-06-11 13:38:00,Retiro,Datafono,1013820.6,10824210.77
TXN0000283,ACC000031,EMP022,2025-10-10 10:06:00,Transferencia enviada,Sucursal,1251238.58,6632054.6
TXN0000788,ACC000093,,2025-11-04 10:35:00,Consignacion,Cajero automatico,907948.11,7653123.6
TXN0001734,ACC000189,,2026-03-04 20:58:00,Compra con tarjeta,Datafono,2005922.8,20871706.23
TXN0002204,ACC000237,,2025-12-07 08:46:00,Consignacion,Datafono,3083728.71,17259781.92
TXN0000740,ACC000086,,2025-01-10 21:51:00,Pago de cuota,App movil,1195979.62,10648726.51
TXN0002086,ACC000223,,2025-11-15 18:08:00,Pago de cuota,App movil,2150323.22,703444.97
TXN0000573,ACC000059,,2026-03-22 20:52:00,Transferencia recibida,Banca web,423608.1,4771698.69
TXN0000262,ACC000030,,2025-08-27 16:35:00,Consignacion,App movil,2821283.56,18332388.91
TXN0000997,ACC000113,EMP018,2025-11-27 12:05:00,Transferencia enviada,Sucursal,1536599.43,705180.17
TXN0001044,ACC000118,EMP008,2026-05-21 19:06:00,Transferencia recibida,Sucursal,3356811.29,2888545.77
TXN0001672,ACC000180,EMP025,2025-03-20 08:49:00,Transferencia enviada,Sucursal,2862341.26,13353493.59
TXN0001660,ACC000175,,2025-12-17 16:01:00,Pago de cuota,Banca web,1781382.08,20957091.64
TXN0001670,ACC000180,EMP008,2025-03-10 13:55:00,Transferencia enviada,Sucursal,2008405.58,7213192.38
TXN0000899,ACC000105,,2025-05-04 07:37:00,Consignacion,Cajero automatico,683317.0,23138260.98
TXN0000576,ACC000061,,2025-10-25 14:15:00,Transferencia recibida,Datafono,1583908.65,9247247.11
TXN0000023,ACC000005,,2025-04-13 13:42:00,Deposito,Cajero automatico,940179.23,19103602.6
TXN0001550,ACC000165,EMP018,2025-10-10 10:23:00,Deposito,Sucursal,870583.8,8187087.3
TXN0001242,ACC000135,,2026-03-21 17:41:00,Pago de servicios,App movil,733989.88,2278029.94
TXN0001031,ACC000118,,2025-11-23 10:48:00,Pago de cuota,Datafono,3108416.46,15926222.14
TXN0001491,ACC000158,,2025-05-17 12:15:00,Transferencia recibida,Cajero automatico,2496938.62,23700645.07
TXN0000449,ACC000046,,2025-04-24 20:29:00,Compra con tarjeta,Banca web,607492.6,5504140.57
TXN0002028,ACC000218,,2025-10-04 06:20:00,Retiro,Cajero automatico,2340306.8,7923481.06
TXN0000312,ACC000034,,2025-07-27 10:19:00,Pago de cuota,Datafono,3184373.88,24892188.15
TXN0002131,ACC000226,EMP022,2026-05-12 08:23:00,Pago de cuota,Sucursal,2811949.12,4523446.04
TXN0001813,ACC000197,,2026-05-18 12:08:00,Retiro,Cajero automatico,2448726.56,12953697.1
TXN0001611,ACC000170,,2026-04-26 07:20:00,Consignacion,App movil,1938663.92,5421718.3
TXN0001711,ACC000186,EMP017,2025-04-14 08:05:00,Consignacion,Sucursal,1895892.88,22415566.88
TXN0002215,ACC000237,,2026-03-26 21:22:00,Retiro,Cajero automatico,2437129.57,6100044.39
TXN0002188,ACC000235,,2026-05-18 20:24:00,Deposito,Cajero automatico,1176268.23,5456975.53
TXN0001381,ACC000154,,2025-04-09 21:31:00,Transferencia recibida,Datafono,695041.97,12873203.43
TXN0001355,ACC000149,EMP023,2026-04-25 12:48:00,Consignacion,Sucursal,2863967.63,11287701.8
TXN0001229,ACC000134,EMP018,2025-05-15 08:26:00,Deposito,Sucursal,1557389.24,7862771.44
TXN0000024,ACC000005,,2025-08-13 18:22:00,Compra con tarjeta,Cajero automatico,624590.28,20157193.53
TXN0002103,ACC000224,,2026-05-31 10:17:00,Compra con tarjeta,Datafono,3129341.87,21195783.84
TXN0000965,ACC000110,,2025-02-13 07:47:00,Deposito,Cajero automatico,2452111.08,3872510.22
TXN0001275,ACC000137,,2026-04-15 07:04:00,Transferencia enviada,App movil,1311055.7,15237743.72
TXN0000306,ACC000031,,2026-04-14 06:02:00,Pago de servicios,Cajero automatico,3228722.7,8345905.17
TXN0000761,ACC000091,EMP023,2025-04-13 11:18:00,Deposito,Sucursal,597902.27,16937804.71
TXN0000010,ACC000001,,2025-11-08 07:13:00,Transferencia recibida,App movil,527650.05,24210316.1
TXN0001546,ACC000165,,2025-12-06 12:57:00,Transferencia recibida,Cajero automatico,3379503.91,17705541.03
TXN0001588,ACC000168,EMP021,2026-04-04 06:41:00,Pago de cuota,Sucursal,2925519.76,13978020.46
TXN0001369,ACC000151,,2025-04-13 17:23:00,Pago de cuota,App movil,2929505.88,23649055.54
TXN0000688,ACC000073,,2026-02-10 09:55:00,Consignacion,App movil,1996166.79,4270222.64
TXN0001911,ACC000204,EMP025,2026-03-15 18:43:00,Deposito,Sucursal,1679341.17,10072456.92
TXN0001396,ACC000154,,2025-06-19 13:53:00,Pago de cuota,Cajero automatico,1897467.27,21458796.96
TXN0002171,ACC000233,EMP005,2025-11-19 14:44:00,Retiro,Sucursal,3493756.01,16674866.41
TXN0001002,ACC000113,,2026-05-22 17:58:00,Consignacion,Cajero automatico,1373892.73,19888081.99
TXN0000352,ACC000037,EMP014,2025-06-02 14:53:00,Transferencia enviada,Sucursal,3442829.5,14278831.21
TXN0000167,ACC000019,,2025-04-22 11:41:00,Pago de servicios,Datafono,296088.19,21469254.25
TXN0002133,ACC000227,,2025-05-10 06:05:00,Compra con tarjeta,Cajero automatico,1516329.2,11369257.67
TXN0000753,ACC000088,,2025-06-29 19:15:00,Pago de cuota,Cajero automatico,3150876.52,11451125.52
TXN0001318,ACC000142,,2025-11-13 12:14:00,Retiro,Cajero automatico,981321.26,16253416.59
TXN0002075,ACC000222,,2025-09-24 16:23:00,Consignacion,Datafono,204781.66,201881.47
TXN0001079,ACC000122,EMP018,2025-01-01 10:38:00,Retiro,Sucursal,872749.24,11848822.66
TXN0000210,ACC000023,,2025-08-24 16:26:00,Deposito,App movil,1812599.72,17523455.62
TXN0000459,ACC000047,,2025-10-31 19:48:00,Transferencia recibida,App movil,2446211.89,19694419.19
TXN0001351,ACC000149,,2026-02-25 19:25:00,Deposito,Banca web,2795358.53,22825425.25
TXN0001693,ACC000184,,2026-03-20 07:42:00,Retiro,Datafono,2553038.9,24966126.82
TXN0001209,ACC000132,,2025-01-06 15:44:00,Retiro,Cajero automatico,705444.06,13447910.05
TXN0000589,ACC000062,,2025-04-06 12:55:00,Transferencia enviada,App movil,640485.82,18750916.92
TXN0001053,ACC000120,,2025-12-10 20:31:00,Pago de servicios,App movil,3464377.98,16588578.95
TXN0000872,ACC000101,,2025-12-20 13:47:00,Deposito,Datafono,2397432.58,15188264.93
TXN0000175,ACC000019,,2026-04-11 07:02:00,Pago de servicios,App movil,370255.3,20873457.93
TXN0001157,ACC000127,EMP014,2026-06-06 08:09:00,Consignacion,Sucursal,2361935.75,9490570.78
TXN0000750,ACC000088,,2026-05-30 20:17:00,Transferencia enviada,Cajero automatico,35977.15,11148832.2
TXN0001756,ACC000194,EMP001,2026-03-12 15:02:00,Transferencia enviada,Sucursal,3287279.66,17400710.31
TXN0001784,ACC000195,,2026-06-06 10:07:00,Pago de servicios,App movil,2527136.91,17250797.16
TXN0001933,ACC000209,,2025-09-10 10:43:00,Pago de servicios,Datafono,2590368.23,19740481.98
TXN0001665,ACC000179,,2026-03-11 08:27:00,Pago de servicios,App movil,1225322.88,9171202.89
TXN0001153,ACC000127,,2025-05-16 18:57:00,Pago de cuota,Banca web,1246743.52,17426248.19
TXN0000719,ACC000083,,2025-05-02 10:56:00,Transferencia recibida,Cajero automatico,2784194.43,13318542.23
TXN0000155,ACC000017,,2025-10-16 20:24:00,Deposito,Banca web,2879207.07,11854952.06
TXN0001618,ACC000170,,2026-05-21 13:45:00,Retiro,Banca web,2831380.6,2547427.64
TXN0000979,ACC000111,,2025-04-27 19:16:00,Consignacion,Datafono,2530778.27,23583660.39
TXN0001922,ACC000209,,2025-02-06 20:05:00,Transferencia recibida,App movil,3233536.28,22380949.4
TXN0002002,ACC000216,EMP003,2026-05-24 06:49:00,Retiro,Sucursal,3391410.42,3555556.63
TXN0001408,ACC000155,EMP004,2026-05-22 19:26:00,Pago de servicios,Sucursal,3029433.68,21059701.75
TXN0001733,ACC000189,,2025-12-07 06:26:00,Retiro,Datafono,2198379.14,11868194.02
TXN0002208,ACC000237,,2025-10-10 16:56:00,Retiro,App movil,3033151.92,24885768.99
TXN0001826,ACC000199,,2025-02-10 21:03:00,Pago de cuota,Banca web,735628.64,15056541.9
TXN0001202,ACC000131,EMP020,2026-05-10 08:58:00,Pago de cuota,Sucursal,2450401.92,3190789.26
TXN0001289,ACC000139,,2026-01-20 10:24:00,Retiro,Datafono,3321378.63,2433525.76
TXN0000253,ACC000027,,2026-02-06 08:34:00,Pago de servicios,Banca web,643797.05,20433095.59
TXN0000659,ACC000068,,2026-04-17 20:42:00,Compra con tarjeta,Banca web,529949.24,2241981.37
TXN0002046,ACC000221,,2025-10-04 11:38:00,Transferencia enviada,Banca web,1963314.3,11589342.99
TXN0001879,ACC000203,EMP017,2025-12-19 19:56:00,Pago de cuota,Sucursal,3158847.29,8540079.85
TXN0001964,ACC000212,,2026-06-17 13:26:00,Transferencia recibida,App movil,1718487.1,17941439.11
TXN0001076,ACC000122,,2025-12-06 07:07:00,Deposito,Datafono,2363701.37,17542300.91
TXN0001162,ACC000128,,2025-06-23 15:58:00,Retiro,App movil,3460931.45,23113651.16
TXN0001766,ACC000194,,2025-06-22 11:41:00,Retiro,Datafono,2455434.16,15774663.54
TXN0001912,ACC000204,,2026-05-24 13:57:00,Transferencia enviada,Banca web,1818788.04,21503925.43
TXN0001188,ACC000131,,2025-10-17 15:01:00,Transferencia recibida,Cajero automatico,2214128.71,854112.57
TXN0000472,ACC000047,,2025-09-24 13:30:00,Deposito,App movil,3397826.93,3716975.0
TXN0001033,ACC000118,,2026-05-10 13:05:00,Retiro,App movil,2684044.92,8831712.34
TXN0000921,ACC000107,EMP011,2025-04-19 16:54:00,Consignacion,Sucursal,495913.04,20388468.41
TXN0002033,ACC000218,,2026-05-12 15:03:00,Pago de servicios,Banca web,1684822.65,6213562.74
TXN0000622,ACC000067,,2025-10-17 08:42:00,Transferencia recibida,Banca web,460546.97,3916289.22
TXN0001996,ACC000216,,2025-08-02 06:42:00,Pago de servicios,Cajero automatico,1599147.95,19418452.42
TXN0000131,ACC000014,,2025-12-27 21:37:00,Pago de cuota,Datafono,3299931.04,16859344.7
TXN0000637,ACC000067,,2025-06-04 07:40:00,Pago de cuota,Datafono,3404587.4,10056050.42
TXN0000821,ACC000095,EMP024,2025-09-21 21:57:00,Consignacion,Sucursal,483789.95,2270139.44
TXN0000828,ACC000096,,2025-01-10 20:20:00,Pago de servicios,Cajero automatico,2858356.38,20932044.2
TXN0000273,ACC000030,,2025-03-04 17:35:00,Deposito,Banca web,2878872.54,20592837.73
TXN0001035,ACC000118,,2025-08-10 20:52:00,Retiro,Banca web,665831.83,8517848.98
TXN0001199,ACC000131,,2025-08-27 07:49:00,Pago de servicios,Banca web,889563.23,18515373.12
TXN0000536,ACC000056,,2025-03-09 15:07:00,Compra con tarjeta,App movil,602529.55,944066.77
TXN0000552,ACC000057,EMP018,2025-10-12 11:41:00,Deposito,Sucursal,2739995.77,21491004.23
TXN0001775,ACC000195,,2025-12-16 12:28:00,Retiro,Cajero automatico,522986.57,21721340.54
